,topic,app,category,mean,min,max,std
28,topic_topic18,app_app12,TS,116.91794158553546,56,229,32.71861307837016
29,topic_topic19,app_app13,ST,105.48516506477225,57,236,26.076085958779963
30,topic_topic19,app_app2,AN,4645.726284997911,1375,7898,1831.9714600625105
31,topic_topic19,app_app5,RT,20968.598412035102,7713,33527,7317.0154948096915
32,topic_topic2,app_app1,AN,47593.275,19280,72857,15108.088856953522
33,topic_topic2,app_app13,ST,112.18333333333334,65,225,28.274521630203427
34,topic_topic2,app_app15,ST,127.17083333333332,65,234,33.72589966600062
35,topic_topic2,app_app7,RT,109.60625,67,198,24.53988195504273
36,topic_topic2,app_app9,TS,151.325,62,235,52.45786260078663
37,topic_topic20,app_app14,ST,133.72916666666666,80,203,28.15983933909965
38,topic_topic20,app_app6,RT,53587.975,22299,81102,16634.733077762627
39,topic_topic21,app_app1,AN,47618.59444444445,19230,72839,15097.342073066333
40,topic_topic21,app_app4,AN,125.05972222222222,70,201,23.31290544791505
41,topic_topic21,app_app8,RT,138.29583333333332,74,213,26.588294335824852
42,topic_topic22,app_app2,AN,4699.196037539104,1515,7876,1830.400363230099
43,topic_topic22,app_app5,RT,21014.66527632951,7747,33494,7320.185218428698
44,topic_topic22,app_app9,TS,166.04796663190822,133,237,16.212117994557296
45,topic_topic23,app_app13,ST,93.70200333889817,63,163,14.814717985812392
46,topic_topic23,app_app3,AN,85.20868113522538,55,166,14.312301107939948
47,topic_topic24,app_app14,ST,146.55232155232156,69,221,21.784609458035064
48,topic_topic24,app_app15,ST,108.0977130977131,62,220,33.03452174954825
49,topic_topic25,app_app16,ST,99.95492289442468,60,189,23.721712176184035
50,topic_topic25,app_app7,RT,107.717674970344,56,197,27.29547753636507
51,topic_topic26,app_app1,AN,47654.53211488251,19342,72881,15079.727866513222
52,topic_topic26,app_app11,TS,59378.81618798956,25492,89169,18008.55541129615
53,topic_topic26,app_app6,RT,53654.79425587467,22425,81268,16576.306732777673
54,topic_topic27,app_app3,AN,99.80064904960594,57,167,22.43992473724117
55,topic_topic27,app_app4,AN,103.78210477515069,57,208,22.17548485584893
56,topic_topic28,app_app14,ST,133.84830756372753,65,217,27.51753724516686
57,topic_topic28,app_app8,RT,118.70915169243628,54,204,28.4297789020398
58,topic_topic29,app_app11,TS,59314.65,25369,89117,18077.005140445654
59,topic_topic29,app_app9,TS,121.6,71,223,33.12393362931851
60,topic_topic3,app_app2,AN,4631.327323162274,1385,7879,1832.3246523472933
61,topic_topic3,app_app3,AN,106.89320388349516,64,164,22.39229706031833
62,topic_topic30,app_app15,ST,101.6504854368932,60,171,26.731949318135374
63,topic_topic30,app_app16,ST,109.81553398058252,64,213,25.09494376970681
64,topic_topic30,app_app7,RT,103.78363384188629,62,184,22.11925527677356
65,topic_topic4,app_app13,ST,104.37956204379562,58,179,21.11613773579077
66,topic_topic4,app_app3,AN,111.43795620437956,53,167,23.071280540916305
67,topic_topic5,app_app14,ST,130.1602671118531,67,221,27.87831939565676
68,topic_topic5,app_app4,AN,99.74290484140234,61,249,24.351039232207626
69,topic_topic5,app_app6,RT,53621.37228714524,22350,81197,16578.15205908674
70,topic_topic6,app_app11,TS,59336.94941094941,25466,89113,18008.688586194345
71,topic_topic6,app_app4,AN,108.76992376992376,62,187,20.597921045123652
72,topic_topic7,app_app12,TS,115.33036773428232,61,235,37.280865054500445
73,topic_topic7,app_app5,RT,20971.64175563464,7738,33477,7317.075248814052
74,topic_topic7,app_app8,RT,119.30308422301304,60,203,26.15763812015431
75,topic_topic8,app_app14,ST,132.61514360313316,68,228,25.86805763620785
76,topic_topic8,app_app6,RT,53635.47519582245,22390,81229,16573.61832580291
77,topic_topic9,app_app2,AN,4642.861845155308,1412,7902,1835.9769404836973
78,topic_topic9,app_app7,RT,109.48956884561892,58,207,25.82588531259892
79,topic_topic9,app_app8,RT,117.34909596662033,59,205,25.59556042949578
