"1690724553965","topic_energymanagement/app_app1","58"
"1690724554048","topic_videosurveillance/app_app38","148"
"1690724554048","topic_videosurveillance/app_app36","186"
"1690724554048","topic_videosurveillance/app_app2","226"
"1690724554070","topic_bms/app_app2","301"
"1690724554070","topic_bms/app_app21","348"
"1690724554219","topic_intrusiondetection/app_app21","545"
"1690724554219","topic_intrusiondetection/app_app36","638"
"1690724554920","topic_occupancymanagement/app_app12","6"
"1690724554920","topic_occupancymanagement/app_app21","6"
"1690724554920","topic_smartthings/app_app1","8"
"1690724554920","topic_smartthings/app_app22","9"
"1690724554920","topic_amazonecho/app_app21","15"
"1690724554926","topic_printing/app_app11","11"
"1690724554944","topic_firedetection/app_app22","23"
"1690724554944","topic_firedetection/app_app23","29"
"1690724554944","topic_firedetection/app_app1","35"
"1690724554219","topic_intrusiondetection/app_app2","789"
"1690724554926","topic_printing/app_app2","83"
"1690724554966","topic_energymanagement/app_app2","47"
"1690724554966","topic_energymanagement/app_app1","49"
"1690724555051","topic_videosurveillance/app_app38","143"
"1690724555051","topic_videosurveillance/app_app36","189"
"1690724555051","topic_videosurveillance/app_app2","227"
"1690724555074","topic_bms/app_app2","304"
"1690724555074","topic_bms/app_app21","330"
"1690724555241","topic_intrusiondetection/app_app21","524"
"1690724555241","topic_intrusiondetection/app_app36","636"
"1690724555921","topic_amazonecho/app_app21","4"
"1690724555921","topic_smartthings/app_app1","6"
"1690724555921","topic_smartthings/app_app22","7"
"1690724555921","topic_occupancymanagement/app_app12","8"
"1690724555921","topic_occupancymanagement/app_app21","9"
"1690724555926","topic_printing/app_app11","12"
"1690724555945","topic_firedetection/app_app22","22"
"1690724555945","topic_firedetection/app_app23","29"
"1690724555945","topic_firedetection/app_app1","35"
"1690724555968","topic_energymanagement/app_app1","48"
"1690724555241","topic_intrusiondetection/app_app2","784"
"1690724555926","topic_printing/app_app2","100"
"1690724555968","topic_energymanagement/app_app2","61"
"1690724556055","topic_videosurveillance/app_app38","155"
"1690724556055","topic_videosurveillance/app_app36","197"
"1690724556055","topic_videosurveillance/app_app2","231"
"1690724556078","topic_bms/app_app2","299"
"1690724556078","topic_bms/app_app21","333"
"1690724556272","topic_intrusiondetection/app_app21","517"
"1690724556272","topic_intrusiondetection/app_app36","628"
"1690724556921","topic_amazonecho/app_app21","6"
"1690724556921","topic_occupancymanagement/app_app12","6"
"1690724556921","topic_occupancymanagement/app_app21","7"
"1690724556922","topic_smartthings/app_app1","6"
"1690724556922","topic_smartthings/app_app22","7"
"1690724556927","topic_printing/app_app11","10"
"1690724556946","topic_firedetection/app_app22","26"
"1690724556946","topic_firedetection/app_app23","31"
"1690724556946","topic_firedetection/app_app1","37"
"1690724556970","topic_energymanagement/app_app1","52"
"1690724556272","topic_intrusiondetection/app_app2","781"
"1690724556927","topic_printing/app_app2","127"
"1690724556970","topic_energymanagement/app_app2","86"
"1690724557058","topic_videosurveillance/app_app38","138"
"1690724557058","topic_videosurveillance/app_app36","181"
"1690724557083","topic_bms/app_app2","218"
"1690724557083","topic_bms/app_app21","264"
"1690724557285","topic_intrusiondetection/app_app21","489"
"1690724557285","topic_intrusiondetection/app_app36","602"
"1690724557922","topic_amazonecho/app_app21","3"
"1690724557922","topic_occupancymanagement/app_app12","5"
"1690724557923","topic_smartthings/app_app1","4"
"1690724557922","topic_occupancymanagement/app_app21","6"
"1690724557923","topic_smartthings/app_app22","6"
"1690724557928","topic_printing/app_app11","10"
"1690724557947","topic_firedetection/app_app22","22"
"1690724557947","topic_firedetection/app_app23","28"
"1690724557947","topic_firedetection/app_app1","34"
"1690724557972","topic_energymanagement/app_app1","52"
"1690724557285","topic_intrusiondetection/app_app2","756"
"1690724557928","topic_printing/app_app2","114"
"1690724557972","topic_energymanagement/app_app2","76"
"1690724558061","topic_videosurveillance/app_app38","144"
"1690724558061","topic_videosurveillance/app_app36","195"
"1690724558061","topic_videosurveillance/app_app2","233"
"1690724558089","topic_bms/app_app2","309"
"1690724558089","topic_bms/app_app21","334"
"1690724558303","topic_intrusiondetection/app_app21","512"
"1690724558923","topic_amazonecho/app_app21","4"
"1690724558923","topic_occupancymanagement/app_app12","7"
"1690724558923","topic_smartthings/app_app1","7"
"1690724558923","topic_occupancymanagement/app_app21","7"
"1690724558923","topic_smartthings/app_app22","8"
"1690724558303","topic_intrusiondetection/app_app36","630"
"1690724558928","topic_printing/app_app11","12"
"1690724558948","topic_firedetection/app_app22","22"
"1690724558948","topic_firedetection/app_app23","28"
"1690724558948","topic_firedetection/app_app1","35"
"1690724558974","topic_energymanagement/app_app1","48"
"1690724558303","topic_intrusiondetection/app_app2","769"
"1690724558928","topic_printing/app_app2","145"
"1690724558974","topic_energymanagement/app_app2","102"
"1690724559064","topic_videosurveillance/app_app38","153"
"1690724559064","topic_videosurveillance/app_app36","194"
"1690724559064","topic_videosurveillance/app_app2","234"
"1690724559094","topic_bms/app_app21","246"
"1690724559328","topic_intrusiondetection/app_app21","497"
"1690724559923","topic_smartthings/app_app1","5"
"1690724559923","topic_amazonecho/app_app21","5"
"1690724559923","topic_smartthings/app_app22","6"
"1690724559923","topic_occupancymanagement/app_app12","8"
"1690724559923","topic_occupancymanagement/app_app21","8"
"1690724559930","topic_printing/app_app11","11"
"1690724559328","topic_intrusiondetection/app_app36","634"
"1690724559949","topic_firedetection/app_app22","25"
"1690724559949","topic_firedetection/app_app23","30"
"1690724559949","topic_firedetection/app_app1","38"
"1690724559976","topic_energymanagement/app_app1","49"
"1690724559328","topic_intrusiondetection/app_app2","780"
"1690724559930","topic_printing/app_app2","179"
"1690724559976","topic_energymanagement/app_app2","137"
"1690724560069","topic_videosurveillance/app_app38","159"
"1690724560069","topic_videosurveillance/app_app36","200"
"1690724560069","topic_videosurveillance/app_app2","244"
"1690724560099","topic_bms/app_app2","306"
"1690724560099","topic_bms/app_app21","340"
"1690724560360","topic_intrusiondetection/app_app21","484"
"1690724560924","topic_amazonecho/app_app21","4"
"1690724560924","topic_smartthings/app_app1","5"
"1690724560924","topic_smartthings/app_app22","6"
"1690724560924","topic_occupancymanagement/app_app12","7"
